pp@cat_encoder,pp@decomposition,pp@featureselector,pp@scaler,pp@feature_map_size,pp@featuregen,pp@kernel_mapper_kernel,pp@projection_features,pp@selectp_percentile,pp@std_with_std,pp@kernel_mapper_coef0,pp@kernel_mapper_degree,pp@kernel_mapper_gamma,pp@poly_degree,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,reg_alpha,reg_lambda,subsample
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.7788624336127,1.6734835e-06,0.1004880808601,23,0.0014033020338,0.0042803418469,0.0096163931771,0.7351999646105
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.9337800885553,1.858987866876,1.0395412e-06,14,0.1011082496493,1.0249464150589,8.5470983e-06,0.5253988199517
ordinal,none,none,none,1,none,cosine,0.1,100,True,0.0,2.0,1.0,2,0.6093866459543,3.9453632e-06,4.3054065e-06,18,0.0047286153478,3.6080214e-05,1.0514373431748,0.8052216263139
none,ka_rbf,none,none,112,none,,,,,,,16.2655483199091,,0.8198254165381,0.000522998833,0.0006127014453,3,0.7080130985953,1.146247033046,6.3919564e-06,0.7280035203988
onehot,none,selectp,none,,none,,,93,,,,,,0.9733477394485,0.0165946286761,0.2895856713433,2,0.3316492135843,0.0020040296399,0.0784177403539,0.5442938344009
none,none,none,std,,none,,,,True,,,,,0.785775708448,0.0001704475643,1.14164756e-05,25,0.0008555019951,0.0388676332902,0.0001017643022,0.6739812465744
onehot,ka_rbf,selectp,none,452,none,,,2,,,,952.9584089690978,,0.5028087158412,0.8521243952238,0.0103207389408,3,5.709783e-06,0.0838016225274,0.0415009616467,0.807213042177
none,kernel_pca,selectp,std,,none,rbf,0.0937745610665,82,True,,,0.0001146823029,,0.6164523874244,40.202183617393,0.1614681195458,5,13.9044777502003,1.08945097e-05,0.0003551325325,0.8138542722811
ordinal,none,none,none,,poly,,,,,,,,2,0.6280947606798,0.0040829680446,0.3794974635998,18,7.839776616032,1.3864205729943,0.0513844579454,0.9434515148029
onehot,fastica,none,none,,none,,0.7348937733604,,,,,,,0.8943315041918,27.3807853038846,0.0086373232379,2,2.31749191e-05,1.4143765269307,0.471041209681,0.7462530446915
onehot,pca,selectp,std,,none,,,22,True,,,,,0.9777899165573,14.4053588900969,0.0001309347556,8,3.35588488e-05,0.2869217688228,0.0057058065989,0.5523688969705
ordinal,lda,none,minmax,,none,,0.9074656093857,,,,,,,0.7152400134018,2.4409750894131,0.0001523829876,9,0.8164305800719,0.20606488416,1.07873723e-05,0.5567765535367
ordinal,agglomerator,none,minmax,,poly,,0.9413884370445,,,,,,2,0.3538455582736,0.4720166686134,0.037453175385,2,0.8031301449374,0.0001137108505,0.9833700457533,0.7084016533654
none,pca,selectp,std,,none,,,58,True,,,,,0.9834462774212,5.5147101e-06,2.310801e-06,2,0.6736607502828,0.0009354143314,0.6360034431793,0.6487318368223
ordinal,kernel_pca,none,none,,none,poly,0.6525064661432,,,91.3779814467575,4.0,0.3485442767848,,0.3892409756085,2.6578154e-06,2.37195829e-05,6,7.25776308e-05,0.2186675534844,5.66505839e-05,0.6297584063873
onehot,ka_nystroem,selectp,minmax,616,none,sigmoid,,13,,85.1219822541422,5.0,4.84861539e-05,,0.7559515438176,0.0006194189638,0.0009999701083,2,7.12222443e-05,3.91032926e-05,0.0020757858713,0.5217215181614
ordinal,ka_nystroem,selectp,minmax,332,none,rbf,,11,,,,146298.16094097585,,0.3068858216324,0.0018172498509,0.0032106797157,3,0.0035265274088,0.045621083966,0.0699160052523,0.7263046215423
ordinal,agglomerator,selectp,std,,none,,0.4887493683766,58,True,,,,,0.3248450353102,8.57830401e-05,0.0007393120028,3,12.0747619204517,7.5755807e-06,1.57973123e-05,0.5267387516271
none,kernel_pca,none,none,,none,poly,0.9570762314631,,,73.2865531058286,5.0,0.0345772657035,,0.8496275471963,15.256065090546,0.0001525304832,30,0.0498163887449,0.9380874771672,1.436301058345,0.8702694001763
onehot,agglomerator,none,minmax,,none,,0.3771582490646,,,,,,,0.8709085084491,3.4274791645193,0.0662193370047,4,1.7711687472326,0.0083936428632,2.7438241e-06,0.821632171868
onehot,ka_rbf,selectp,none,865,none,,,76,,,,0.0315334033682,,0.5445423142297,0.647757932356,0.0147432651539,21,3.219150092969,1.69660203e-05,0.0013304011116,0.6502570631479
onehot,pca,none,std,,none,,,,True,,,,,0.6135722593885,0.0059893868179,0.4704580511023,6,1.02108726e-05,0.0121950413303,0.0078715695974,0.5370952515837
none,ka_rbf,selectp,none,751,none,,,30,,,,0.0003965843667,,0.8456340402943,8.3204250763023,1.4669435e-06,22,0.0220823269216,0.0219910179352,1.73053599e-05,0.6082239808291
onehot,ka_rbf,none,none,268,none,,,,,,,0.0004994003975,,0.9003932586647,23.8947561553809,0.0291391378325,12,25.5351581570159,0.0011862112978,0.0121107856393,0.5215627609667
ordinal,ka_nystroem,selectp,minmax,724,none,sigmoid,,41,,13.1130194961712,5.0,0.1059421906089,,0.4932705125886,8.4982086694413,2.3348297e-06,2,5.2219423e-06,0.0001926374144,2.65988276e-05,0.9525972882617
none,fastica,none,none,,poly,,0.0945009911742,,,,,,2,0.849001510304,0.0001097066063,5.57027486e-05,2,0.0021324682132,0.029963025071,1.80771166e-05,0.7072607697652
ordinal,ka_nystroem,selectp,std,601,none,rbf,,74,False,,,0.2116459396236,,0.4406146363622,5.5758928421197,0.3181352599334,2,0.5499698241798,1.17794089e-05,0.0008276950245,0.7983198970907
ordinal,lda,none,minmax,,none,,0.5051790679379,,,,,,,0.6131395730583,0.0005432862735,0.044888157401,2,26.7254029442394,0.0001909130432,0.496713274402,0.6644609528569
onehot,kernel_pca,none,std,,none,sigmoid,0.796152572211,,True,13.482609503382,3.0,52876.24406927001,,0.8032280762657,9.1675637e-06,0.0093781024965,3,7.9156634e-06,6.72317102e-05,0.1626485819457,0.7624451742742
none,ka_rbf,selectp,none,884,none,,,44,,,,183920.12674572892,,0.7800588977414,0.6380434883853,0.0002501375142,18,0.0010848697808,7.7278648e-06,0.0009367410438,0.7740037952835
ordinal,kernel_pca,selectp,none,,none,poly,0.9555601211745,40,,64.0364113270315,2.0,193120.2790832701,,0.6516023395752,2.0620465164144,1.9905143e-06,15,0.4477977881817,0.0163811788517,0.6913474478105,0.8599647353587
onehot,lda,selectp,minmax,,none,,0.319244246931,98,,,,,,0.7689113836336,50.4647617211845,3.64348368e-05,4,0.0287514031702,0.0157702714329,0.0006551667038,0.7426057704422
ordinal,lda,selectp,none,,none,,0.2531834612038,74,,,,,,0.3353730234829,0.0056812078784,0.0007677377651,6,3.9302759532261,0.4090610988843,0.0317482469037,0.6482704738469
ordinal,kernel_pca,selectp,none,,none,rbf,0.600988010869,7,,,,9.6095637724139,,0.5017870795932,9.11018318e-05,0.0003440886579,22,5.8428701e-06,0.0002441780464,0.0011602286461,0.6637278808336
onehot,ka_nystroem,none,std,279,none,poly,,,False,44.9544956452782,4.0,0.0652152741665,,0.4513910773676,3.2393508e-06,0.0005607832923,2,0.0117933758054,3.513203e-06,0.002690442572,0.9634838877201
ordinal,lda,selectp,none,,poly,,0.900570441894,24,,,,,2,0.3572551530007,0.0016802941093,1.520077e-06,9,0.0373328959567,0.0002926038918,0.150506191086,0.8886775909618
none,lda,none,minmax,,none,,0.4497268825842,,,,,,,0.4453823947231,0.0321744972404,0.0062870169522,2,1.2917470895313,0.000723821267,0.0297806883119,0.6645235941115
onehot,pca,selectp,minmax,,none,,,6,,,,,,0.9020210964567,0.0075119620656,0.0005079178685,32,2.2208750741637,6.8135874e-06,0.0004275220182,0.834357418513
none,lda,selectp,std,,none,,0.7496354001678,15,False,,,,,0.927395585059,1.86530429e-05,1.26105e-06,6,0.0036197609545,0.6238441404045,0.1432282493362,0.8846578273376
none,pca,selectp,std,,none,,,88,True,,,,,0.6731743714683,0.0007949701297,0.4317974283849,26,0.0343201402431,1.3013753e-06,0.0561741345395,0.5919447071596
none,ka_nystroem,selectp,none,137,none,rbf,,17,,,,0.0005364656056,,0.6390765969664,14.6333214715929,1.53533284e-05,3,1.1453439e-06,0.0001756676794,0.118380762186,0.8511432087583
ordinal,agglomerator,selectp,none,,none,,0.7387961368171,41,,,,,,0.624217389934,0.0038488459851,1.04120817e-05,32,0.1483426951368,0.0001808359931,6.76578792e-05,0.7924617931486
onehot,none,selectp,std,,poly,,,27,False,,,,2,0.9713314913897,0.0099657136241,0.0339284696564,2,1.3059457e-06,1.4804066664718,0.0896406402325,0.7639641770034
ordinal,lda,none,minmax,,none,,0.7932292360687,,,,,,,0.9585730731052,0.0048286644632,0.0001235887465,2,0.0718613281349,2.9772576e-05,0.000445316292,0.7065478317824
none,ka_rbf,selectp,std,359,none,,,76,True,,,0.2612094958632,,0.4515415451766,0.0010072947737,0.0046697140011,20,0.0062636243317,0.0046386988984,0.0013314408143,0.9962234005862
none,none,selectp,std,,none,,,13,False,,,,,0.6776587134531,1.39475031e-05,1.85716367e-05,2,0.4007698688881,0.2511679810894,0.0744922267774,0.73426978792
ordinal,fastica,selectp,std,,poly,,0.4800191491364,74,True,,,,2,0.4301927413526,1.99769402e-05,0.005455922017,13,0.0004618381933,5.0070076e-06,0.0341935024601,0.7369689364345
none,fastica,none,none,,poly,,0.9908060841645,,,,,,2,0.898763638525,0.0012529124858,1.5740417e-06,10,15.1957894173198,0.042010748803,0.5708055242946,0.9270436878004
none,lda,none,std,,none,,0.1479391653998,,True,,,,,0.8151093556126,0.0020250498203,0.000556352949,21,0.0063911274294,0.0008466626247,0.0391922386535,0.7271513718743
onehot,ka_rbf,selectp,none,8,none,,,38,,,,43.1108316255733,,0.3540167205847,31.1195647953278,2.4210792e-06,7,2.13521654e-05,0.0018736910923,4.732884e-06,0.9640834003156
onehot,agglomerator,none,std,,poly,,0.1210269001735,,False,,,,2,0.9232792027391,0.9152083881308,0.0163299777308,3,0.0980261529452,6.16282176e-05,0.0154935997286,0.8102536285738
onehot,fastica,none,std,,poly,,0.359238103648,,True,,,,2,0.541872897432,26.911118214173,0.0016494430173,22,0.0008310104829,4.95878184e-05,0.0003948191843,0.5427121464856
none,ka_nystroem,selectp,minmax,201,none,sigmoid,,74,,55.9231613789051,5.0,0.0330880750542,,0.979150275011,0.000471043373,0.0048667600776,17,2.4569227e-06,1.57021649e-05,4.32355012e-05,0.5339914580255
onehot,pca,none,minmax,,none,,,,,,,,,0.8359360517041,0.040677862144,3.166819e-06,12,0.0002498336073,0.0002251450197,0.0062074605544,0.9911571061723
onehot,pca,selectp,std,,none,,,26,True,,,,,0.683217513118,7.7701614303108,2.26391713e-05,2,2.3283788287075,3.20530662e-05,8.01879865e-05,0.6996796930224
none,lda,selectp,minmax,,poly,,0.6744698861436,46,,,,,2,0.8779172417903,0.0003901381878,0.0003214315506,6,0.0042433953409,1.56849197e-05,0.0022127972931,0.7937294159253
ordinal,agglomerator,none,std,,none,,0.6873784424729,,True,,,,,0.9302330193585,2.26579397e-05,0.1016227482715,2,0.0011281153567,1.1489599620472,0.0042584424454,0.7157930348351
none,kernel_pca,none,minmax,,none,cosine,0.2234109852229,,,,,,,0.4516726869288,0.0001122015202,0.0013976574431,7,7.0501719437592,0.000659433209,0.0021560881026,0.5794482192473
onehot,agglomerator,selectp,std,,none,,0.4003419103708,15,False,,,,,0.6637740521077,0.0001176573967,0.0003618074157,25,0.0520252973005,0.0187442970675,1.1677129e-06,0.5627758515255
ordinal,kernel_pca,selectp,minmax,,none,cosine,0.410751063231,52,,,,,,0.644455336377,10.5422199032485,0.0001035190468,3,0.0004220888805,0.0002277816684,0.0001575485313,0.6063480763125
onehot,ka_nystroem,none,none,327,none,poly,,,,69.2974018162314,2.0,19.8258569667436,,0.8577585660941,1.2675022444013,2.45282928e-05,6,0.0145822838548,0.0038930274957,0.0956591324119,0.8026689056148
none,pca,none,std,,none,,,,False,,,,,0.970056917848,0.0193313770304,1.9142588e-06,5,0.0015152573824,0.0013979365595,0.0001533909931,0.7732667936879
ordinal,ka_nystroem,none,std,682,none,poly,,,True,40.178098004592,2.0,217.3238142950128,,0.6516664651434,0.0184255508069,2.71176985e-05,2,0.0002606566182,0.0072538137562,0.0016203749,0.6642942161433
onehot,ka_nystroem,none,none,651,none,sigmoid,,,,75.5606421595335,2.0,7.83983412e-05,,0.6923300708808,1.8292629e-05,5.23742714e-05,3,0.0350509249553,0.0358043307624,0.0001528055511,0.5220871198541
none,none,none,none,,poly,,,,,,,,2,0.5962526325343,0.0003842581325,0.0534123824256,6,22.8305139105462,0.0152514740396,1.80054521e-05,0.6620140250561
onehot,ka_rbf,selectp,none,592,none,,,69,,,,0.2269408626209,,0.648728332084,4.21272896e-05,0.0634945123178,18,0.0007692038082,0.0633922711782,1.81406402e-05,0.6991516618262
onehot,ka_rbf,selectp,none,371,none,,,7,,,,0.5132574797931,,0.6734062127776,0.0018212505668,0.0001826335504,4,2.4411372e-06,8.3534997e-06,0.0523102391303,0.878211891467
none,kernel_pca,none,none,,none,sigmoid,0.1182847441376,,,28.7243988576926,5.0,0.0002816944467,,0.8306920675291,0.0277411308416,1.4149028e-06,11,0.0004986401061,3.9128485e-06,0.0090520833504,0.8687419947467
ordinal,ka_nystroem,none,minmax,148,none,sigmoid,,,,53.3876751762366,3.0,24.3295151165058,,0.989052802524,2.04939845e-05,0.0006711915537,6,4.71550309e-05,0.000136588927,0.7463101936483,0.610704048268
ordinal,none,selectp,minmax,,poly,,,97,,,,,2,0.8779927381908,2.4650366351634,0.2462524220621,10,0.0003588172565,0.0010864551531,0.0004495344615,0.6138369759971
ordinal,agglomerator,none,minmax,,poly,,0.7828240747195,,,,,,2,0.9658085714044,0.0051357296009,0.0238410083093,7,0.0064236835087,2.59398481e-05,0.0102572135066,0.8139414136939
none,none,selectp,std,,none,,,27,False,,,,,0.7566416081878,0.0007119633678,2.34773908e-05,4,1.76836763e-05,2.4364237e-06,0.0598316780865,0.5708685982095
onehot,lda,selectp,minmax,,none,,0.732376048425,56,,,,,,0.5019424161549,0.0054531184132,1.0748468e-06,17,1.29818484e-05,0.0034052599654,0.0047026048308,0.7012840616988
onehot,none,selectp,std,,none,,,63,True,,,,,0.5280959856296,0.8644428779179,1.26090392e-05,2,0.9224354458752,0.0048680905881,0.006491425442,0.5128175419194
none,ka_rbf,selectp,minmax,552,none,,,99,,,,0.789442617654,,0.4374489130494,0.0003475735619,3.9845693e-06,7,1.2204971508037,1.0660698e-06,5.30816709e-05,0.761308590082
none,lda,none,minmax,,poly,,0.3461707781811,,,,,,2,0.6602211703773,1.5264400082688,2.83569288e-05,4,1.87017676e-05,0.0072094897585,0.0011978343214,0.9993626985245
ordinal,ka_rbf,selectp,none,811,none,,,73,,,,1905.6803277835309,,0.4035822036631,1.2876546936233,8.61880065e-05,19,6.9897496e-06,0.2202491501394,0.8133635528471,0.7692466282762
none,ka_nystroem,selectp,none,268,none,sigmoid,,43,,46.840332876586,4.0,289.3637003263266,,0.7329368933591,1.4188397e-06,2.9677711e-06,6,0.0197948852483,0.0043293596493,0.0002658010582,0.9308374538899
ordinal,agglomerator,selectp,std,,poly,,0.2863213594186,72,True,,,,2,0.6257171569497,3.06477866e-05,0.0002723176266,2,0.1784044388727,1.47801316e-05,0.0069738276018,0.9949089423859
ordinal,kernel_pca,selectp,none,,none,cosine,0.0464677989004,14,,,,,,0.7370183251219,0.1260414333294,1.01334302e-05,14,0.015691988256,0.0029484914136,0.0002003061451,0.6657122885324
onehot,kernel_pca,none,std,,none,poly,0.8565546790697,,False,56.3622438722969,3.0,3.5757662e-06,,0.3495045947293,0.0074506403043,0.003077551365,2,1.613677e-06,0.0249317578539,0.0006831238097,0.7140720111782
none,lda,none,none,,none,,0.0952376344791,,,,,,,0.9188399504839,1.6433653e-06,0.0001850395186,5,0.561832983413,0.0204445514038,0.0856574868747,0.7733834491541
ordinal,none,selectp,std,,poly,,,84,True,,,,2,0.5650069647286,0.0006419244131,0.006885133958,8,0.2291419916899,0.0071940715662,0.0002952557025,0.8651367796983
none,agglomerator,none,none,,poly,,0.4365659872255,,,,,,2,0.4448519510774,0.0767187189624,0.0453864614181,16,0.2416243425059,0.0002574095876,0.0005709926324,0.7548860166814
ordinal,none,selectp,std,,none,,,58,True,,,,,0.6505486001543,55.1165526225378,3.2226858e-06,4,3.5905945e-05,5.8215152e-06,6.44375662e-05,0.5923789813722
ordinal,kernel_pca,none,none,,none,cosine,0.3785780031461,,,,,,,0.9508746276715,4.12002206e-05,0.000197184176,2,3.3688546e-06,2.8174762e-06,0.1517221989447,0.7511374957871
ordinal,none,selectp,std,,poly,,,76,True,,,,2,0.7860003027196,1.55651049e-05,0.7356158546257,20,30.5329780768059,0.0071304810328,8.1238991e-05,0.8606058734689
none,kernel_pca,none,std,,none,poly,0.0650507890457,,False,40.1448164308446,3.0,1.2993372e-06,,0.5380607041636,0.0006987563877,1.0324228e-06,2,0.0038542500772,0.0001924353495,0.0403365313126,0.8765481921167
onehot,ka_nystroem,selectp,none,171,none,sigmoid,,57,,58.7736145633397,4.0,143642.8429279443,,0.5126904831486,0.019976671745,0.0005668472455,23,0.2822023999524,1.0302905e-06,0.6994012489443,0.709466076171
ordinal,kernel_pca,none,std,,none,poly,0.8752422034475,,False,11.3761531353572,5.0,0.0864744526397,,0.7629005899185,0.1538867646927,0.000650814672,2,5.2920859e-06,8.7395661e-06,0.0697174446997,0.8041017278054
ordinal,ka_rbf,selectp,none,722,none,,,100,,,,881461.1188497598,,0.3621632595548,0.0006555184663,0.087564756762,2,0.0061601653476,0.0250004279974,0.3018326240433,0.9966086848491
none,lda,none,minmax,,poly,,0.1177407911173,,,,,,2,0.4615430382498,0.0001125340002,0.0045074401368,22,0.0146628760105,0.0028794787821,1.39244321e-05,0.7855788799146
onehot,ka_nystroem,none,minmax,199,none,cosine,,,,,,,,0.7661879838075,0.0761937186014,0.2646996949693,2,0.0108316828176,1.0369479e-05,1.76260456e-05,0.6086692651014
none,agglomerator,none,minmax,,none,,0.3105107239699,,,,,,,0.8944261471893,0.1258817676132,0.0038853844119,11,2.40701369e-05,0.0951692026257,3.51479706e-05,0.6885752580956
ordinal,ka_rbf,none,none,112,none,,,,,,,0.0002979136419,,0.3156551964416,0.0321820574069,1.21926104e-05,31,0.2712418236414,1.5397302330889,0.0479052036611,0.5087651692314
ordinal,fastica,none,minmax,,none,,0.3728955042601,,,,,,,0.3168180196331,0.0030991099054,4.6591852e-06,4,2.2335969e-06,4.7567539e-06,0.8809768549896,0.6245210294013
ordinal,lda,none,std,,poly,,0.4321370481337,,True,,,,2,0.3231891306777,0.0001115082319,0.0084568333672,15,0.769847054969,0.2003392759443,6.3271674e-06,0.8255014051468
onehot,kernel_pca,none,std,,none,rbf,0.1345724523048,,True,,,945761.7489730959,,0.3041754266449,1.40661201e-05,0.0829737147968,3,28.7078596122522,0.0012194911676,0.0028352150065,0.5615689071294
none,kernel_pca,selectp,none,,none,cosine,0.1157734904735,52,,,,,,0.4494801555951,0.0039639839435,8.56703018e-05,30,1.59045581e-05,2.1083437e-06,8.4509454e-06,0.8306776920996
ordinal,lda,selectp,none,,none,,0.5464234220448,82,,,,,,0.8630066455404,0.0634385374088,0.0011551870852,7,0.0002302019878,0.0019265256397,2.1971902e-06,0.9302104166463
ordinal,none,selectp,none,,poly,,,86,,,,,2,0.4542897340725,7.8569823e-06,0.0524195201739,13,0.0001564974809,0.0010879545921,1.7726386e-06,0.9346844634708
onehot,pca,selectp,none,,none,,,59,,,,,,0.5486957508316,4.7686274e-05,1.2628331e-06,8,0.0124811702143,0.4138281885626,0.0005041416932,0.5786979245614
none,ka_nystroem,none,minmax,431,none,cosine,,,,,,,,0.3326023151531,2.500911e-05,0.0151210125158,2,5.637411e-06,0.0001395786076,0.0004785986444,0.7336663262096
none,agglomerator,none,std,,none,,0.0421183235132,,False,,,,,0.5143140138775,6.27792429e-05,0.0011313162545,18,0.0057599188129,0.0592899198264,0.0153142759605,0.9472818285131
none,kernel_pca,selectp,minmax,,none,rbf,0.1707846108832,82,,,,860.0273270672848,,0.3558686751693,8.1312946e-06,0.0228284147439,3,5.4230318688708,6.8181121e-06,0.0002863991441,0.8649631001558
none,fastica,none,minmax,,none,,0.2303517456651,,,,,,,0.4992709398462,0.0019306319192,0.1714846037412,4,0.0022486399185,0.0002805244036,2.80188335e-05,0.9331931892402
onehot,pca,selectp,std,,none,,,16,True,,,,,0.7026925558195,0.0003188162379,0.0009278055535,2,0.1174842653988,0.0025033190641,4.0439895e-06,0.6934465061634
onehot,none,selectp,none,,poly,,,34,,,,,2,0.3044492976156,1.4223896e-06,2.939782e-06,2,0.0237550546883,0.0009190190935,0.0003333405513,0.7448519991927
ordinal,kernel_pca,none,std,,none,rbf,0.9077328163254,,True,,,0.0006713539691,,0.8408549420482,15.6678350886171,0.0006782189422,18,2.1097253232729,0.4297073936542,0.0059204875746,0.9667365138929
onehot,lda,none,none,,poly,,0.0724031042047,,,,,,2,0.5186090319531,0.0001157155572,0.0048649296846,12,0.6043826585418,0.0004912265422,0.6700411981232,0.5279736567511
onehot,lda,none,minmax,,poly,,0.7729543431422,,,,,,2,0.4498284057691,39.4654350792853,0.4311377294075,25,7.09026076e-05,7.67911611e-05,1.8345949e-06,0.7537840084725
none,pca,selectp,std,,none,,,10,True,,,,,0.4206180689851,5.60904875e-05,0.3370025558291,7,0.0251386614836,1.6904882e-06,3.147159e-06,0.7909982803177
onehot,lda,selectp,minmax,,none,,0.5864254016131,23,,,,,,0.866157469347,0.0001491783218,0.0044131097382,8,0.0047946358645,1.4656289e-06,0.0171465361602,0.830646116924
onehot,ka_nystroem,none,std,682,none,poly,,,True,96.2475004055056,3.0,3.1008511e-06,,0.7344430343316,12.5698181262927,0.0010381858723,20,1.3438774204148,0.3582728551705,0.0227701569521,0.8728835718116
onehot,lda,none,std,,none,,0.6891557809755,,True,,,,,0.7489105446427,2.2066447349805,0.0079863270941,7,0.0004496968415,0.0034049696278,6.87903431e-05,0.5737986056804
ordinal,pca,selectp,none,,none,,,83,,,,,,0.9478060816413,5.7577584e-06,0.3546442778852,8,1.8821993e-06,0.0005900161232,0.0020484727092,0.9615012217958
none,none,selectp,none,,poly,,,36,,,,,2,0.9242593305056,0.0310621945782,0.8823533101868,4,4.5618189121303,0.0588298573944,1.0124182e-06,0.7069540463137
onehot,fastica,selectp,minmax,,none,,0.3729946798496,41,,,,,,0.7763228644001,1.70387382e-05,1.5795814e-06,5,0.1072889858871,0.0301671504105,5.95646158e-05,0.7444841724665
none,kernel_pca,none,std,,none,rbf,0.3932131918579,,False,,,164222.37027966187,,0.9727188561516,3.626446e-06,0.6566176199404,4,2.31672785e-05,0.3048447387161,0.006153614253,0.8309703170736
onehot,lda,none,std,,poly,,0.7156282654394,,False,,,,2,0.4602727056814,0.0603063117512,0.065934979674,2,3.49816714e-05,0.33408672518,0.0002366118519,0.765269501755
onehot,agglomerator,none,std,,poly,,0.8699399018542,,True,,,,2,0.6638736190527,3.9990447e-06,0.0004767680076,4,0.0187733323508,0.0002630817426,1.1027106807998,0.5887535353127
none,kernel_pca,selectp,minmax,,none,cosine,0.5871130028184,8,,,,,,0.3889438265782,0.0052185515541,1.94137387e-05,2,1.2165467311848,0.0046389114164,9.19237367e-05,0.7049677757661
ordinal,ka_rbf,selectp,std,605,none,,,91,True,,,1.699290531377,,0.52541736637,6.2128519243026,1.898832e-06,2,0.0071772815424,0.001240903231,1.35266487e-05,0.5901032700698
none,none,none,minmax,,poly,,,,,,,,2,0.7898611794507,1.432882e-06,0.0047576327858,9,0.0718357369801,0.0054043845748,0.0004724655937,0.985715618388
none,ka_rbf,selectp,std,922,none,,,87,True,,,541.1983921926301,,0.4243397523963,1.4804441556348,0.0001004537229,19,0.3787037267085,0.0068980115513,0.0242299450854,0.6911563095867
onehot,pca,selectp,none,,none,,,97,,,,,,0.6503155725984,0.0001835162181,0.0010305530846,24,1.7038858782053,5.77966972e-05,2.4882505e-06,0.7755617922497
onehot,fastica,selectp,std,,none,,0.6830430270421,5,False,,,,,0.6425243449796,17.0218171798987,0.000168793223,5,0.0054744118257,5.61798297e-05,1.81084242e-05,0.6048018259573
onehot,pca,selectp,minmax,,none,,,19,,,,,,0.4339978607754,17.8735519888672,0.1567861167493,7,0.0001334064467,6.361972e-06,0.0193080812844,0.9539954147511
ordinal,ka_rbf,none,minmax,523,none,,,,,,,0.2798482819242,,0.622611940407,5.88082474e-05,0.0315725382848,2,9.9262675e-06,0.0040873102409,0.2616722773357,0.7563223068236
onehot,lda,none,minmax,,none,,0.2974885962434,,,,,,,0.3004360177965,4.0898845e-06,0.0330639729798,2,0.1927836468568,2.3629746e-06,0.0001914152798,0.7946489334378
onehot,ka_rbf,none,none,719,none,,,,,,,0.1519701200496,,0.8211724594103,6.74028381e-05,3.3595966e-06,11,4.5976026e-06,0.0067822323577,1.0245996e-06,0.7339236206844
ordinal,none,selectp,minmax,,poly,,,29,,,,,2,0.4017811815679,1.96534118e-05,0.0002905905195,30,1.68888549e-05,2.44487195e-05,0.0023063271032,0.7385847041518
none,agglomerator,none,std,,poly,,0.7796394245776,,False,,,,2,0.9951035706984,5.04131871e-05,0.0099766386757,3,0.0396615948898,0.0474957408146,8.9068308e-06,0.5339407171692
onehot,kernel_pca,selectp,none,,none,poly,0.8821325012267,69,,42.4697705691962,4.0,0.0003199735497,,0.5955464340191,0.1702812008454,1.40092993e-05,24,1.20685997593,4.842667e-06,0.0040018153862,0.8384538964223
ordinal,agglomerator,selectp,std,,none,,0.447037441065,77,True,,,,,0.3000140192711,0.0424622523501,0.0118807540216,11,2.0546723e-06,0.0009415948886,1.6118387e-06,0.9568499865451
none,kernel_pca,selectp,minmax,,none,sigmoid,0.6337608752677,81,,45.7962044720465,3.0,5.3055017e-06,,0.8565497688093,3.213333e-06,3.94660173e-05,10,4.6287426342228,0.0024087381937,0.0012352589703,0.8067213667515
onehot,kernel_pca,selectp,none,,none,sigmoid,0.845211045057,45,,41.1008783714864,2.0,0.0027247042364,,0.3554677184602,0.5272267300858,0.0385080254337,12,1.4880126e-05,0.1490122064306,0.0002897773905,0.8135956472788
onehot,fastica,none,std,,poly,,0.1024445340757,,True,,,,2,0.6297049266864,0.0170214708933,1.5173783e-06,32,0.0157795446081,5.5359465e-06,9.6498251e-06,0.8742015276699
onehot,agglomerator,selectp,std,,none,,0.226594357819,79,False,,,,,0.6339305347516,2.9437701e-06,0.0009806528011,3,2.6417546172829,0.0657929985506,0.0051078658627,0.5755116536964
onehot,lda,selectp,none,,none,,0.0570787502993,64,,,,,,0.7013651073795,0.0051331657515,0.3252519462811,3,25.7375749045977,0.3682932996927,0.0005371818102,0.8970768391361
onehot,agglomerator,selectp,std,,none,,0.9811428808721,82,False,,,,,0.8244976488515,6.1863438302847,2.7756543e-06,14,0.1021571759716,5.6043435e-06,4.767338e-06,0.7103129089118
none,lda,selectp,std,,poly,,0.6420381114691,5,False,,,,2,0.946267566084,0.0420178693286,0.001531893291,13,10.09289362051,0.0075739635823,1.0912983731965,0.9648430734333
ordinal,agglomerator,none,std,,none,,0.0119008274256,,True,,,,,0.606334625884,0.0008474403494,0.0003613596965,8,0.4869812623002,0.008029282486,0.0188843603724,0.8434954785273
none,pca,selectp,none,,none,,,59,,,,,,0.7394669661388,4.9736183e-06,0.0360398650762,2,0.1363759670147,5.92443114e-05,1.025480693206,0.5735827215017
onehot,ka_nystroem,none,none,253,none,poly,,,,49.0144892174178,4.0,0.0001237143015,,0.711618450516,2.6458839e-06,0.0022221962957,11,1.7520842931417,0.0195789499694,0.0003067016107,0.587539397882
