pp@cat_encoder,pp@decomposition,pp@featureselector,pp@scaler,pp@feature_map_size,pp@featuregen,pp@kernel_mapper_kernel,pp@projection_features,pp@selectp_percentile,pp@std_with_std,pp@kernel_mapper_coef0,pp@kernel_mapper_degree,pp@kernel_mapper_gamma,pp@poly_degree,bootstrap,criterion,max_depth,max_features,min_impurity_decrease,min_samples_leaf,min_samples_split,n_estimators,splitter,max_samples
none,lda,none,minmax,,poly,,0.7757977855745,,,,,,2,True,gini,55,log2,0.2346492197003,19,5,2048,random,0.0027706137872
onehot,ka_nystroem,selectp,minmax,930,none,cosine,,29,,,,,,True,entropy,40,log2,0.89808529323,16,10,2048,best,0.5798348276437
onehot,lda,selectp,none,,none,,0.241142668509,58,,,,,,False,log_loss,71,all,0.0513086618331,18,29,2048,best,
none,pca,selectp,minmax,,none,,,45,,,,,,False,gini,26,log2,0.0303828391124,19,3,2048,best,
none,none,none,minmax,,poly,,,,,,,,2,True,gini,18,all,0.1087680697463,4,41,2048,best,0.6104628558856
none,ka_rbf,none,std,764,none,,,,False,,,8.71818063e-05,,False,log_loss,12,all,0.6436891470845,10,46,2048,best,
onehot,pca,none,none,,none,,,,,,,,,True,entropy,6,sqrt,0.5302935174584,11,20,2048,best,0.2377955130572
onehot,ka_rbf,selectp,none,213,none,,,91,,,,0.0003143039418,,True,log_loss,97,all,0.1621231831071,19,10,2048,random,0.5086484154681
ordinal,agglomerator,none,minmax,,none,,0.1744771829573,,,,,,,False,log_loss,8,all,0.1479049474213,23,2,2048,random,
none,lda,selectp,std,,none,,0.6311230545686,76,False,,,,,True,log_loss,36,sqrt,0.5294293084233,6,14,2048,best,0.0107413530106
none,lda,none,none,,poly,,0.8595826261831,,,,,,2,False,gini,89,all,0.9590058987643,24,43,2048,random,
onehot,agglomerator,none,none,,poly,,0.7811775693553,,,,,,2,False,log_loss,5,all,0.1827300059374,16,13,2048,random,
onehot,agglomerator,selectp,none,,none,,0.3431288702738,55,,,,,,False,gini,91,log2,0.2591295102251,23,12,2048,best,
ordinal,ka_nystroem,none,std,303,none,poly,,,False,75.8131525041563,2.0,0.0003449056906,,False,entropy,24,all,0.1205832923513,24,46,2048,best,
none,fastica,selectp,std,,poly,,0.8429324611624,88,False,,,,2,True,entropy,82,log2,0.5946018436715,14,44,2048,best,0.449594868714
onehot,ka_rbf,selectp,std,482,none,,,92,True,,,2.4776072e-06,,False,entropy,57,all,0.9267692898593,18,8,2048,random,
none,ka_rbf,selectp,none,571,none,,,49,,,,0.3095286038723,,False,gini,31,sqrt,0.2380151413972,12,24,2048,random,
onehot,kernel_pca,selectp,none,,none,poly,0.0678777944706,64,,14.6614153218925,4.0,5.8616247e-06,,False,log_loss,97,all,0.4724212631813,3,46,2048,best,
ordinal,lda,none,std,,poly,,0.1590198189599,,False,,,,2,True,gini,51,sqrt,0.9076145585614,15,9,2048,random,0.0858143149966
onehot,agglomerator,none,minmax,,poly,,0.7316705956689,,,,,,2,True,entropy,61,all,0.4906269432401,10,37,2048,random,0.8296871239179
none,ka_nystroem,none,none,587,none,cosine,,,,,,,,True,gini,53,all,0.6199701755816,15,19,2048,best,0.6512669820699
ordinal,none,selectp,std,,poly,,,33,False,,,,2,True,entropy,87,all,0.760075990665,16,41,2048,random,0.2157146143562
none,fastica,none,minmax,,none,,0.4179387443345,,,,,,,False,log_loss,8,log2,0.4585851836596,12,32,2048,random,
onehot,fastica,none,none,,none,,0.2670186293653,,,,,,,True,entropy,29,sqrt,0.7391162048768,5,11,2048,random,0.741591954633
ordinal,lda,none,none,,none,,0.605931908178,,,,,,,False,entropy,94,sqrt,0.7729278978334,2,27,2048,random,
onehot,ka_rbf,selectp,std,301,none,,,96,False,,,83.936413257306,,True,log_loss,99,log2,0.4590073895224,14,31,2048,best,0.26718036421
none,agglomerator,selectp,minmax,,poly,,0.5355477624241,13,,,,,2,False,log_loss,74,log2,0.1877681278218,25,50,2048,random,
ordinal,fastica,none,none,,poly,,0.5802176115028,,,,,,2,False,entropy,25,log2,0.5977670787062,25,4,2048,best,
onehot,ka_nystroem,none,std,897,none,sigmoid,,,True,73.7483989493423,4.0,0.0041492514039,,True,entropy,5,log2,0.5542888392885,10,50,2048,best,0.7654797010788
none,pca,none,none,,none,,,,,,,,,True,entropy,5,sqrt,0.5004936858193,19,2,2048,random,0.5365063983668
onehot,pca,selectp,std,,none,,,6,False,,,,,True,entropy,100,log2,0.0585820231737,18,27,2048,random,0.8571400777559
onehot,lda,selectp,none,,poly,,0.7925576416398,16,,,,,2,False,log_loss,30,sqrt,0.7775631943305,16,49,2048,random,
none,agglomerator,selectp,minmax,,none,,0.3534266877047,78,,,,,,True,gini,3,log2,0.5387082535651,7,7,2048,best,0.7340130256899
ordinal,kernel_pca,none,minmax,,none,poly,0.5142857047753,,,56.1102776070519,5.0,1.9803448015646,,True,gini,11,sqrt,0.4306514522684,3,22,2048,best,0.4651753300989
ordinal,agglomerator,none,std,,poly,,0.3531657588944,,True,,,,2,False,log_loss,57,all,0.8148922205471,22,15,2048,best,
none,none,selectp,std,,none,,,18,False,,,,,False,gini,43,all,0.247207137665,20,24,2048,best,
none,kernel_pca,none,minmax,,none,sigmoid,0.6565122635245,,,49.6042060304297,4.0,8.3238039805009,,True,log_loss,63,sqrt,0.1675022816625,23,37,2048,random,0.8058140722564
onehot,fastica,selectp,std,,poly,,0.1875727421005,82,True,,,,2,False,entropy,57,all,0.7806303785046,3,17,2048,random,
onehot,lda,none,std,,none,,0.2441174853332,,False,,,,,True,log_loss,72,all,0.9267076315762,11,24,2048,random,0.7431045336011
none,agglomerator,selectp,std,,poly,,0.4864688853346,63,False,,,,2,True,log_loss,27,log2,0.6773660541011,23,48,2048,best,0.5620348976222
onehot,ka_rbf,selectp,minmax,777,none,,,89,,,,0.2250283017999,,False,log_loss,48,log2,0.7932746359708,8,12,2048,random,
ordinal,pca,selectp,none,,none,,,33,,,,,,False,gini,56,all,0.1642229347304,5,38,2048,best,
none,kernel_pca,none,minmax,,none,rbf,0.8475684213639,,,,,789939.271006153,,True,entropy,39,log2,0.439988281904,7,20,2048,random,0.1550825497698
ordinal,lda,selectp,none,,poly,,0.7597483276964,100,,,,,2,True,entropy,28,sqrt,0.1030102465617,5,48,2048,best,0.1512669141368
ordinal,pca,none,std,,none,,,,True,,,,,True,gini,14,log2,0.9242720438911,9,2,2048,random,0.6365793178544
ordinal,agglomerator,none,minmax,,none,,0.4485023149465,,,,,,,True,log_loss,30,log2,0.6861850548138,1,7,2048,best,0.0372680686315
ordinal,none,none,minmax,,poly,,,,,,,,2,True,gini,31,sqrt,0.1010047303543,25,6,2048,best,0.8176005322486
ordinal,none,selectp,minmax,,none,,,29,,,,,,True,log_loss,64,sqrt,0.7379704771831,16,42,2048,random,0.3772626525578
ordinal,lda,none,std,,poly,,0.6153911254708,,False,,,,2,True,log_loss,68,log2,0.4940811894812,22,20,2048,best,0.3450571667576
ordinal,ka_rbf,none,minmax,477,none,,,,,,,2.45829207e-05,,True,log_loss,97,all,0.0822049122977,6,42,2048,best,0.3053500183451
ordinal,ka_nystroem,none,minmax,265,none,cosine,,,,,,,,True,gini,65,log2,0.5356632324136,24,32,2048,random,0.8199571859453
none,agglomerator,none,none,,poly,,0.1579242237908,,,,,,2,False,gini,51,sqrt,0.9677126390196,25,16,2048,best,
onehot,kernel_pca,none,std,,none,sigmoid,0.7009930554598,,False,47.6438264567912,3.0,9.3507636e-06,,False,log_loss,43,all,0.6982015946075,4,23,2048,best,
ordinal,kernel_pca,selectp,minmax,,none,poly,0.7605379080876,21,,88.7650512349867,3.0,76.1598419633933,,False,gini,3,all,0.1425702327286,5,33,2048,random,
ordinal,lda,selectp,none,,poly,,0.5869874295628,50,,,,,2,False,log_loss,52,log2,0.5695783958376,9,34,2048,best,
none,none,selectp,std,,none,,,39,False,,,,,False,entropy,88,sqrt,0.8044214253894,2,13,2048,best,
none,agglomerator,selectp,none,,poly,,0.2810184112998,86,,,,,2,False,log_loss,4,log2,0.3436606302655,9,40,2048,best,
onehot,none,selectp,std,,none,,,42,True,,,,,False,entropy,26,all,0.4289333855942,1,46,2048,best,
onehot,ka_rbf,selectp,std,637,none,,,60,True,,,177659.09489051855,,False,log_loss,81,log2,0.8588378775288,15,41,2048,best,
onehot,fastica,selectp,minmax,,poly,,0.4322368778884,93,,,,,2,True,gini,76,all,0.6181772217065,20,50,2048,best,0.6589067132196
ordinal,fastica,none,none,,poly,,0.7837837500186,,,,,,2,True,log_loss,17,sqrt,0.052164811918,3,10,2048,best,0.1437578731387
onehot,pca,selectp,std,,none,,,44,True,,,,,False,entropy,47,all,0.7498502743681,19,34,2048,random,
none,lda,none,minmax,,none,,0.5918587841771,,,,,,,False,log_loss,53,all,0.4682524477892,7,8,2048,random,
ordinal,pca,none,std,,none,,,,False,,,,,True,gini,7,log2,0.0137005785945,2,35,2048,best,0.1059605830725
onehot,fastica,selectp,std,,poly,,0.9867415251477,70,True,,,,2,False,log_loss,75,sqrt,0.6542992887604,6,2,2048,random,
ordinal,pca,none,none,,none,,,,,,,,,True,entropy,26,log2,0.1859612772898,20,5,2048,best,0.1916827899347
ordinal,kernel_pca,selectp,std,,none,cosine,0.2863590886382,89,False,,,,,True,entropy,95,all,0.5751241786426,11,32,2048,random,0.4950815851242
none,fastica,none,minmax,,poly,,0.0401283382379,,,,,,2,False,log_loss,7,all,0.1780149583725,10,41,2048,random,
onehot,kernel_pca,selectp,none,,none,poly,0.5595635640167,85,,54.1833571324369,2.0,9798.370116313677,,True,gini,80,all,0.1883435593947,15,45,2048,random,0.0136842418887
ordinal,ka_nystroem,none,none,524,none,poly,,,,82.3250133146465,4.0,308387.18021463713,,False,gini,99,all,0.9798315439621,20,35,2048,random,
ordinal,none,none,none,,none,,,,,,,,,False,gini,81,sqrt,0.3845206691134,20,31,2048,random,
ordinal,ka_rbf,selectp,none,634,none,,,5,,,,4.2371505215191,,True,entropy,62,log2,0.5196114364806,2,10,2048,random,0.2943546991927
none,kernel_pca,selectp,minmax,,none,rbf,0.852615301949,99,,,,0.0001034420784,,False,gini,22,all,0.2382663265021,10,32,2048,best,
onehot,ka_rbf,none,none,841,none,,,,,,,0.0015511065215,,False,log_loss,31,all,0.3946132583441,14,38,2048,random,
ordinal,lda,selectp,none,,poly,,0.0900670708646,76,,,,,2,True,log_loss,18,all,0.3606955658206,22,34,2048,best,0.3090428656767
onehot,lda,selectp,minmax,,none,,0.6077112250374,80,,,,,,False,gini,25,log2,0.4741902455623,7,45,2048,best,
onehot,agglomerator,none,std,,none,,0.6958784353813,,True,,,,,False,entropy,68,all,0.9819213775373,24,38,2048,random,
none,ka_nystroem,selectp,minmax,964,none,cosine,,21,,,,,,False,log_loss,1,sqrt,0.6768711887459,4,22,2048,best,
onehot,ka_nystroem,none,none,274,none,poly,,,,62.1229123415258,4.0,101.5658245637676,,False,entropy,48,log2,0.7137544731778,1,42,2048,random,
onehot,ka_rbf,none,std,818,none,,,,True,,,2.9174350904381,,True,entropy,46,all,0.9699265919174,4,41,2048,random,0.1564026754052
ordinal,fastica,none,none,,poly,,0.2854953451316,,,,,,2,True,entropy,53,log2,0.0676617569688,13,48,2048,best,0.1950787448149
onehot,ka_nystroem,none,minmax,793,none,sigmoid,,,,66.5123858644367,2.0,0.0001299820529,,True,gini,30,sqrt,0.1876135634179,23,50,2048,best,0.7819552976394
onehot,pca,none,std,,none,,,,True,,,,,False,gini,88,all,0.2061741992148,6,48,2048,best,
onehot,pca,selectp,minmax,,none,,,52,,,,,,True,entropy,87,all,0.2922915739382,13,15,2048,random,0.3106520202352
onehot,ka_rbf,none,none,103,none,,,,,,,97992.82172562329,,False,entropy,37,sqrt,0.1726932999455,23,17,2048,random,
none,ka_nystroem,none,minmax,220,none,sigmoid,,,,80.3185979440421,4.0,0.0222213916422,,True,log_loss,28,all,0.9979818120946,22,50,2048,random,0.6160477105756
ordinal,kernel_pca,none,minmax,,none,poly,0.6183676336478,,,7.5004839802276,2.0,23.6654598558809,,True,log_loss,2,sqrt,0.1921812837643,5,10,2048,best,0.352663033017
onehot,none,selectp,minmax,,none,,,22,,,,,,False,log_loss,78,all,0.3534799231044,16,31,2048,random,
onehot,pca,selectp,none,,none,,,15,,,,,,True,entropy,12,all,0.0365969510718,10,11,2048,random,0.5522072545708
ordinal,none,selectp,none,,poly,,,62,,,,,2,True,log_loss,18,log2,0.8872758120203,14,10,2048,random,0.6091296165224
none,kernel_pca,none,std,,none,poly,0.4303829490827,,False,59.8689020142634,3.0,0.0018979498318,,True,log_loss,63,log2,0.6702804280821,19,49,2048,best,0.756464608495
onehot,lda,selectp,minmax,,poly,,0.2392930889583,83,,,,,2,False,log_loss,88,all,0.1818584602918,12,3,2048,best,
onehot,fastica,selectp,std,,none,,0.3564617294833,36,True,,,,,True,log_loss,94,sqrt,0.9230024435915,13,40,2048,random,0.9068940237466
onehot,none,selectp,std,,none,,,41,False,,,,,False,entropy,92,all,0.4139080926275,20,43,2048,best,
ordinal,pca,selectp,std,,none,,,75,True,,,,,True,log_loss,31,all,0.4889683449331,10,30,2048,random,0.7708902917162
none,fastica,selectp,none,,poly,,0.7138266902627,33,,,,,2,True,log_loss,94,all,0.6619406341472,3,25,2048,best,0.7632342164472
onehot,agglomerator,selectp,std,,poly,,0.8285739407956,52,False,,,,2,True,entropy,32,log2,0.53053900351,23,6,2048,best,0.5826656325369
ordinal,ka_rbf,none,none,907,none,,,,,,,0.0284981862612,,True,gini,0,sqrt,0.0,2,2,2048,best,1.0
ordinal,pca,none,std,,none,,,,False,,,,,True,gini,0,sqrt,0.0,2,2,2048,best,1.0
onehot,agglomerator,selectp,minmax,,none,,0.4826350272871,88,,,,,,True,gini,0,sqrt,0.0,2,2,2048,best,1.0
ordinal,ka_nystroem,selectp,std,649,none,rbf,,89,True,,,0.1843688677099,,True,gini,0,sqrt,0.0,2,2,2048,best,1.0
