pp@cat_encoder,pp@decomposition,pp@featureselector,pp@scaler,pp@feature_map_size,pp@featuregen,pp@kernel_mapper_kernel,pp@projection_features,pp@selectp_percentile,pp@std_with_std,pp@kernel_mapper_coef0,pp@kernel_mapper_degree,pp@kernel_mapper_gamma,pp@poly_degree,C,class_weight,dual,fit_intercept,intercept_scaling,loss,max_iter,multi_class,penalty,tol
none,ka_rbf,selectp,none,991,none,,,45,,,,1.1790178e-06,,4.3e-12,balanced,False,True,40.4976678716479,squared_hinge,500,ovo-scikit,l2,0.3243137363212
ordinal,pca,selectp,minmax,,none,,,94,,,,,,0.0031680710381,none,True,False,1.7815886537263,hinge,123,ovo-scikit,l2,0.0079091851373
none,ka_nystroem,selectp,std,185,none,poly,,49,False,26.4643004885909,3.0,0.2502506577333,,13786.380123501443,none,False,True,1.6570449291605,squared_hinge,716,ovo-scikit,l2,0.000490965395
onehot,none,selectp,std,,poly,,,19,True,,,,2,63438752.376697674,balanced,True,False,22.8647630804491,hinge,136,ovr,l2,0.0584278453301
none,kernel_pca,none,none,,none,poly,0.1900369219458,,,2.4896201043994,5.0,0.0027332756822,,0.0283996098638,none,True,True,637.1837430483083,hinge,7230,ovr,l2,0.4999829026636
ordinal,fastica,none,std,,poly,,0.8560003655944,,False,,,,2,2.89e-11,balanced,True,False,39.8787597111782,squared_hinge,797,ovo-scikit,l2,7.78798443e-05
none,ka_rbf,selectp,none,892,none,,,6,,,,2437.6469295232614,,7.4e-12,none,True,True,9.8628869426385,squared_hinge,1877,ovr,l2,0.0011145970162
none,agglomerator,none,minmax,,poly,,0.3726854253627,,,,,,2,0.0193450271038,balanced,True,False,934.7092818289339,hinge,450,ovr,l2,0.0010244673964
ordinal,kernel_pca,selectp,minmax,,none,sigmoid,0.836409759973,34,,97.8686488401711,3.0,11877.979086553723,,70625248720.2507,none,False,False,16.5336115469241,squared_hinge,4928,ovr,l2,1.7405093600105
none,none,none,none,,none,,,,,,,,,2.8589453781617,none,False,True,14.9880125011834,squared_hinge,1912,ovr,l1,0.1015035976104
none,fastica,selectp,minmax,,none,,0.8846858877633,61,,,,,,6887.234091922343,balanced,False,True,195.5310915608849,squared_hinge,6037,ovr,l1,0.0001225544904
onehot,ka_rbf,selectp,none,637,none,,,94,,,,0.0008605580042,,0.618661429691,balanced,True,False,1.402173715647,squared_hinge,2476,ovr,l2,0.0364488204415
onehot,kernel_pca,selectp,minmax,,none,sigmoid,0.5200186873253,42,,62.4524653550146,5.0,53.2476241554599,,6.4891109659101,balanced,True,False,1.6992278773879,squared_hinge,765,ovo-scikit,l2,0.000176690704
onehot,pca,selectp,none,,none,,,18,,,,,,811011.8746530454,balanced,True,False,59.0164900184522,squared_hinge,3742,ovr,l2,0.0299365055155
onehot,ka_rbf,none,none,32,none,,,,,,,102.3458530658955,,0.1463420583452,none,False,True,300.647933350024,squared_hinge,5298,ovr,l1,0.0104050588808
ordinal,pca,selectp,none,,none,,,75,,,,,,5.9e-12,none,True,True,3.1624886658021,squared_hinge,508,ovr,l2,0.0001181596333
ordinal,ka_nystroem,selectp,std,784,none,rbf,,50,True,,,172.9307550277521,,11958.296493017573,balanced,False,False,189.7585604410198,squared_hinge,959,ovo-scikit,l2,0.0464164928908
ordinal,fastica,selectp,minmax,,poly,,0.3317500447253,80,,,,,2,152659343428.15353,balanced,False,False,106.4008423825607,squared_hinge,100,ovr,l2,0.0427883154038
ordinal,pca,none,none,,none,,,,,,,,,1.2e-12,none,False,True,994.0952951243175,squared_hinge,6029,ovr,l1,7.61625417e-05
onehot,none,none,minmax,,poly,,,,,,,,2,0.1070409349608,none,True,True,35.2635271889877,hinge,1430,ovo-scikit,l2,0.0542653116349
onehot,ka_nystroem,selectp,minmax,654,none,cosine,,53,,,,,,4.18235e-08,balanced,True,True,124.7372404578963,squared_hinge,6882,ovo-scikit,l2,0.0165030817268
onehot,fastica,none,minmax,,poly,,0.6506534228839,,,,,,2,3792673.7737529073,balanced,False,True,188.4947595217683,squared_hinge,9920,ovr,l1,0.0038146769834
ordinal,lda,none,none,,none,,0.2743671380509,,,,,,,4.6793e-09,none,False,True,4.8596924767845,squared_hinge,3040,ovo-scikit,l2,0.3385189232784
onehot,fastica,none,none,,poly,,0.2654810386509,,,,,,2,903045601.9203383,balanced,False,True,4.510692560597,squared_hinge,463,ovo-scikit,l1,0.0010038619961
none,fastica,none,std,,poly,,0.4214669253887,,True,,,,2,1.8001151e-06,none,False,True,1.1631283884437,squared_hinge,4712,ovr,l1,0.0022319521893
none,ka_nystroem,none,minmax,807,none,cosine,,,,,,,,66087589791.31976,none,True,False,188.5754222188472,squared_hinge,1702,ovo-scikit,l2,0.0058943647887
ordinal,kernel_pca,selectp,minmax,,none,rbf,0.6807165546953,77,,,,1867.7047701094036,,3.466e-10,balanced,False,False,188.7011673783191,squared_hinge,1688,ovr,l2,0.0005930105779
onehot,agglomerator,none,minmax,,none,,0.6597351010202,,,,,,,2001024.183616336,none,False,False,1.1949234507765,squared_hinge,1698,ovo-scikit,l2,1.4998603515389
none,none,none,none,,poly,,,,,,,,2,4.498e-10,none,False,True,237.6382554361387,squared_hinge,1020,ovo-scikit,l2,0.7245157229733
ordinal,pca,selectp,none,,none,,,99,,,,,,86.0196107323467,balanced,True,True,364.4532161584818,squared_hinge,194,ovo-scikit,l2,0.00081792531
ordinal,ka_nystroem,selectp,minmax,281,none,sigmoid,,16,,39.6022515720919,5.0,0.0021042695142,,1.8e-12,balanced,True,True,12.0942954466945,hinge,333,ovr,l2,0.0013941869501
ordinal,kernel_pca,none,std,,none,cosine,0.8375005783216,,True,,,,,7783757930.389854,none,True,False,6.9266793029164,squared_hinge,2040,ovr,l2,0.098931004542
none,agglomerator,none,none,,none,,0.3141460003496,,,,,,,1.6499665997115,balanced,True,False,636.0143926083517,squared_hinge,273,ovr,l2,0.0001387644378
none,ka_rbf,selectp,std,460,none,,,12,True,,,28348.49486147045,,18182867889.021988,none,False,True,4.9901045684393,squared_hinge,277,ovr,l2,0.2983449522126
ordinal,none,selectp,minmax,,poly,,,57,,,,,2,0.1184002674775,balanced,True,True,1.8484185307833,hinge,196,ovo-scikit,l2,0.0914029693016
none,pca,selectp,std,,none,,,80,False,,,,,7.4675665e-06,balanced,True,True,1.2632727881916,squared_hinge,227,ovo-scikit,l2,0.0004800151212
none,fastica,none,none,,none,,0.8035624471206,,,,,,,0.0003391122924,balanced,True,True,25.7699545125375,hinge,1407,ovr,l2,0.3296485686649
onehot,kernel_pca,selectp,std,,none,cosine,0.2682704635562,99,True,,,,,1.9874461e-06,none,True,False,187.1059756470231,hinge,3665,ovo-scikit,l2,0.0220913046207
ordinal,lda,none,minmax,,poly,,0.4515885401224,,,,,,2,2.4385317e-06,balanced,True,True,235.0124326587078,hinge,873,ovo-scikit,l2,0.0008134099052
onehot,pca,none,none,,none,,,,,,,,,5.5e-12,none,True,False,2.2746474690446,hinge,601,ovo-scikit,l2,0.0001971854407
none,agglomerator,none,none,,poly,,0.9435625171889,,,,,,2,0.004326445806,balanced,True,False,1.0528320569095,hinge,884,ovr,l2,0.0604725297912
none,agglomerator,none,none,,poly,,0.6231389229042,,,,,,2,1.332595e-07,balanced,True,False,22.6622408368168,squared_hinge,1517,ovr,l2,0.8863634739638
ordinal,ka_rbf,selectp,std,16,none,,,62,True,,,0.0118606219903,,0.0005529758201,balanced,True,True,31.1338237407951,hinge,2901,ovr,l2,5.14279141e-05
onehot,fastica,none,minmax,,none,,0.082095187747,,,,,,,4.6311724006985,balanced,False,False,20.0259510758588,squared_hinge,8850,ovo-scikit,l1,0.0012140466075
none,ka_nystroem,selectp,minmax,120,none,cosine,,9,,,,,,2.3084e-09,balanced,False,True,3.0877706314279,squared_hinge,3470,ovr,l1,0.5219415502075
none,agglomerator,selectp,minmax,,poly,,0.9345943769623,3,,,,,2,101525787.29903065,balanced,False,True,34.0910656584173,squared_hinge,6811,ovo-scikit,l1,0.3439855341694
onehot,ka_nystroem,selectp,none,735,none,cosine,,81,,,,,,0.1125872448836,balanced,True,True,1.4330373265696,hinge,417,ovo-scikit,l2,0.0016489997096
none,ka_rbf,selectp,std,317,none,,,20,False,,,23704.919360391836,,3787390990.8780165,none,False,True,808.3518535232035,squared_hinge,560,ovo-scikit,l1,1.7674895291797
ordinal,kernel_pca,none,minmax,,none,cosine,0.1666897671883,,,,,,,895949536.1469939,none,True,True,18.4061868228909,hinge,130,ovr,l2,1.1331415119325
onehot,pca,selectp,std,,none,,,22,False,,,,,4.0661e-09,balanced,True,True,317.2216238512898,squared_hinge,130,ovo-scikit,l2,0.0919659652939
ordinal,lda,none,none,,none,,0.9640558255803,,,,,,,2.30404663e-05,none,True,True,7.2674316142658,squared_hinge,270,ovo-scikit,l2,0.0005355522301
none,ka_rbf,selectp,none,416,none,,,96,,,,1.0105317128025,,76309979835.67354,none,False,True,64.8647034419941,squared_hinge,283,ovo-scikit,l1,0.0074256629725
none,ka_rbf,selectp,none,271,none,,,71,,,,0.2368333842184,,375852584446.0451,none,True,False,9.6664970393007,hinge,417,ovo-scikit,l2,0.6718710738888
ordinal,fastica,selectp,none,,poly,,0.687202494945,33,,,,,2,0.0005665752762,balanced,True,True,161.8696037116887,squared_hinge,972,ovo-scikit,l2,0.0035527261146
onehot,agglomerator,none,std,,poly,,0.9245347225648,,True,,,,2,1718351715.794683,none,True,False,2.0765862286504,hinge,640,ovr,l2,0.0020543445634
onehot,ka_nystroem,selectp,none,982,none,poly,,29,,54.5394940546551,4.0,1.6527091504878,,2.42728431e-05,none,False,False,36.6825777957264,squared_hinge,4704,ovo-scikit,l1,0.0007002813549
ordinal,ka_rbf,none,minmax,834,none,,,,,,,0.8915789158954,,863.6182387527845,none,True,False,7.9724082947117,squared_hinge,181,ovr,l2,0.0046150456029
none,pca,none,minmax,,none,,,,,,,,,5.04e-11,balanced,False,True,32.2513424691111,squared_hinge,411,ovr,l1,7.35585145e-05
ordinal,fastica,none,minmax,,poly,,0.1645197112797,,,,,,2,5.99321975e-05,balanced,False,True,312.8709374204094,squared_hinge,223,ovo-scikit,l2,0.1662144606398
none,pca,none,minmax,,none,,,,,,,,,2.23e-11,none,False,True,50.8452928797223,squared_hinge,2748,ovo-scikit,l1,0.1758713426946
ordinal,kernel_pca,none,none,,none,cosine,0.8405176696495,,,,,,,46655574598.11646,balanced,False,False,2.2602435412215,squared_hinge,4406,ovo-scikit,l1,0.116008919197
ordinal,fastica,none,minmax,,none,,0.9901194274538,,,,,,,0.0245920650748,balanced,True,True,1.3729362439859,squared_hinge,6037,ovo-scikit,l2,1.0912533829189
ordinal,fastica,none,std,,poly,,0.7712081966023,,False,,,,2,5.72e-11,none,False,True,1.5657224014031,squared_hinge,4211,ovr,l2,0.0180196226646
none,pca,selectp,minmax,,none,,,16,,,,,,127.5449477744148,balanced,False,False,1.3221491477579,squared_hinge,153,ovo-scikit,l2,0.0073312158194
none,lda,none,minmax,,none,,0.385504709769,,,,,,,149578.40175689943,none,False,False,1.4140083003804,squared_hinge,224,ovo-scikit,l1,0.1445789763294
onehot,agglomerator,selectp,none,,none,,0.9009149099304,42,,,,,,2.948e-10,balanced,True,True,2.1224060543084,squared_hinge,8295,ovo-scikit,l2,0.0156593183764
ordinal,lda,selectp,minmax,,poly,,0.4109828474223,68,,,,,2,0.0018394648184,none,False,False,6.7224993046105,squared_hinge,353,ovo-scikit,l2,0.940008832646
none,lda,selectp,std,,none,,0.7963135751088,46,False,,,,,1.82528e-08,none,True,False,14.6330857174972,squared_hinge,172,ovo-scikit,l2,0.0002361754444
onehot,kernel_pca,selectp,none,,none,poly,0.143203585188,100,,37.6780229545127,2.0,0.0006218482285,,895376448.9347415,none,False,False,271.3266316253113,squared_hinge,4007,ovr,l1,0.3031719030636
onehot,agglomerator,selectp,none,,none,,0.8394068069302,42,,,,,,87725908790.19841,none,False,True,34.3734459243785,squared_hinge,989,ovo-scikit,l2,0.0001817085635
onehot,kernel_pca,none,std,,none,rbf,0.0287338634547,,True,,,0.0256226766318,,5.9085e-09,balanced,True,False,24.5555719944811,squared_hinge,6777,ovr,l2,0.1759190804299
none,ka_rbf,none,std,862,none,,,,True,,,2.1677306e-06,,44.1470329560122,balanced,False,False,780.4562950124987,squared_hinge,8613,ovo-scikit,l1,0.0009100815971
none,fastica,none,std,,poly,,0.0901085396345,,False,,,,2,87732.37095608014,balanced,False,True,543.5590859886903,squared_hinge,107,ovr,l2,0.4839970340983
ordinal,kernel_pca,none,minmax,,none,rbf,0.7111792005156,,,,,0.0171650190014,,7885.641660440955,balanced,True,True,2.1744658946437,hinge,105,ovo-scikit,l2,0.3548983576547
onehot,ka_rbf,selectp,std,37,none,,,80,False,,,6.9085511e-06,,3375.154836759581,balanced,True,False,25.3842903794626,hinge,460,ovo-scikit,l2,0.012948738696
none,ka_nystroem,none,std,456,none,cosine,,,True,,,,,1.164525e-06,balanced,False,True,157.1741430845425,squared_hinge,459,ovr,l1,0.3698412822357
ordinal,ka_nystroem,selectp,std,79,none,rbf,,5,True,,,2.63097318e-05,,896395.7361312764,none,False,False,199.1433496242779,squared_hinge,7303,ovr,l1,0.0002182939053
ordinal,kernel_pca,selectp,minmax,,none,sigmoid,0.942127633451,34,,84.3857171532536,2.0,5.1758242e-06,,0.0004759536335,balanced,True,True,27.6176608253503,hinge,139,ovo-scikit,l2,0.2510209828999
none,lda,selectp,none,,poly,,0.2090586819185,88,,,,,2,3.290341e-07,balanced,True,False,29.0446865931077,squared_hinge,134,ovo-scikit,l2,0.0029985426756
ordinal,lda,selectp,minmax,,poly,,0.093456854095,44,,,,,2,1.6448e-09,balanced,False,True,40.0497870367607,squared_hinge,217,ovr,l2,0.1263987558342
none,ka_nystroem,selectp,none,104,none,cosine,,53,,,,,,160005456.21272027,none,True,False,434.2046099389098,squared_hinge,3494,ovo-scikit,l2,0.4033450379504
ordinal,pca,selectp,std,,none,,,80,False,,,,,1.1663214293444,none,True,False,32.3903899306996,squared_hinge,1078,ovo-scikit,l2,0.0024119071565
onehot,fastica,none,none,,poly,,0.0405328712653,,,,,,2,0.0017655157524,balanced,True,False,398.6605789858548,hinge,1816,ovr,l2,0.0753637400976
ordinal,ka_rbf,none,none,690,none,,,,,,,19.582676597476,,11243304512.262735,balanced,True,False,58.2942266713526,squared_hinge,1752,ovo-scikit,l2,0.0026217629263
ordinal,fastica,none,none,,poly,,0.6620633918551,,,,,,2,1719.9001066004478,none,False,False,584.8109691010995,squared_hinge,268,ovo-scikit,l1,6.5862114e-05
none,ka_rbf,none,std,299,none,,,,True,,,13322.06790157699,,172700698199.4947,balanced,False,False,6.6818407085959,squared_hinge,1294,ovo-scikit,l1,0.0078733801983
ordinal,none,selectp,std,,poly,,,88,False,,,,2,1.418242e-07,none,True,False,14.8872874741572,squared_hinge,396,ovr,l2,0.0027035671006
onehot,ka_nystroem,none,std,332,none,rbf,,,False,,,3.3217496e-06,,1.5849e-09,none,False,False,58.768811538285,squared_hinge,267,ovo-scikit,l2,1.7064740547968
ordinal,ka_rbf,selectp,std,679,none,,,13,False,,,15.2603648535254,,39474.995809785956,balanced,False,True,174.1335544826207,squared_hinge,9429,ovo-scikit,l2,0.0724362938364
none,pca,none,none,,none,,,,,,,,,7339.66572631343,none,False,True,1.0157634800007,squared_hinge,1365,ovr,l2,0.000880120292
none,ka_nystroem,none,minmax,197,none,rbf,,,,,,0.0593311000413,,6.206541e-07,none,False,True,31.3587869474009,squared_hinge,851,ovr,l2,0.0057813348448
onehot,fastica,none,minmax,,poly,,0.9102060674288,,,,,,2,17994773786.4093,none,False,False,3.432397180569,squared_hinge,3139,ovo-scikit,l2,0.000207822531
none,lda,none,minmax,,none,,0.7240010889634,,,,,,,14649.884184094764,balanced,True,False,317.9763118681438,hinge,489,ovo-scikit,l2,9.43299382e-05
none,pca,none,std,,none,,,,True,,,,,1346469.8735346762,none,False,True,725.6124260940792,squared_hinge,480,ovo-scikit,l1,0.0003287172702
onehot,kernel_pca,selectp,minmax,,none,cosine,0.5595635434297,97,,,,,,18996255507.471554,none,False,False,2.9596209990882,squared_hinge,2080,ovr,l2,0.0001939410009
none,ka_rbf,selectp,std,665,none,,,33,True,,,7463.392260702992,,160215089.94745114,none,True,False,304.0143828710576,squared_hinge,2084,ovo-scikit,l2,0.0144574089358
ordinal,lda,none,none,,poly,,0.2840294347792,,,,,,2,0.0003704956695,none,True,True,30.8939471661842,squared_hinge,6417,ovo-scikit,l2,0.0004258273767
onehot,fastica,none,none,,none,,0.3636341531163,,,,,,,50.3907804296306,none,True,True,2.3925683015071,hinge,452,ovo-scikit,l2,0.2783598018447
ordinal,pca,selectp,none,,none,,,85,,,,,,874.055606832217,balanced,False,False,4.4663915802626,squared_hinge,5076,ovo-scikit,l1,0.2415220533213
none,pca,none,minmax,,none,,,,,,,,,25518531948.088093,none,True,False,611.1279555793469,squared_hinge,471,ovo-scikit,l2,0.0583774720792
ordinal,pca,none,std,,none,,,,True,,,,,25250915284.473583,balanced,False,False,153.3905688521325,squared_hinge,323,ovr,l1,0.0001898891688
none,pca,none,std,,none,,,,False,,,,,195445542564.45053,none,False,True,2.1642804839659,squared_hinge,866,ovo-scikit,l1,0.0150045414557
ordinal,lda,selectp,std,,poly,,0.9363158797681,5,False,,,,2,174627829.37869325,none,False,False,275.7797895541418,squared_hinge,6363,ovo-scikit,l2,0.0039691192919
onehot,ka_nystroem,none,minmax,915,none,cosine,,,,,,,,221961.07737023677,none,True,False,2.6517981297192,squared_hinge,3340,ovr,l2,6.9349704e-05
none,none,selectp,minmax,,none,,,4,,,,,,0.0136868929152,balanced,True,False,2.8145657468897,hinge,199,ovr,l2,0.004584396276
none,agglomerator,none,std,,none,,0.5170631063897,,True,,,,,73.2760883958986,none,False,True,314.555554137353,squared_hinge,1755,ovo-scikit,l1,0.0279714204681
ordinal,ka_nystroem,selectp,std,316,none,rbf,,53,True,,,5.7584803e-06,,0.0007331118707,balanced,False,True,5.4294081210796,squared_hinge,1366,ovo-scikit,l2,5.66675529e-05
none,ka_nystroem,none,minmax,3,none,rbf,,,,,,547.531770446358,,1.8396637232192,balanced,False,False,97.6911419632042,squared_hinge,1128,ovr,l2,0.1738645588142
onehot,ka_nystroem,selectp,minmax,542,none,poly,,75,,5.959885891315,4.0,0.5930888699188,,0.059847403188,none,True,True,219.0042285908329,squared_hinge,1811,ovr,l2,0.0003227634236
onehot,none,none,minmax,,poly,,,,,,,,2,4.66025971e-05,none,True,False,705.8569726244758,hinge,4278,ovr,l2,0.0001181216937
onehot,kernel_pca,selectp,none,,none,rbf,0.3805730123885,20,,,,83.3635556806567,,83243764647.14003,none,False,False,107.260419319009,squared_hinge,316,ovr,l2,0.0200705249743
onehot,lda,none,none,,poly,,0.744836595451,,,,,,2,226.8391959301375,none,True,True,10.4008339033408,squared_hinge,115,ovr,l2,0.0029146857867
onehot,none,selectp,minmax,,poly,,,94,,,,,2,4623879772.616599,balanced,False,True,4.4980220694378,squared_hinge,140,ovo-scikit,l2,0.0216908781815
none,ka_nystroem,none,none,65,none,cosine,,,,,,,,5013363948.89242,balanced,True,False,10.4000284505928,squared_hinge,5235,ovr,l2,0.1255773157388
onehot,kernel_pca,selectp,std,,none,sigmoid,0.2713649799143,87,True,10.74573556156,3.0,0.3413418488622,,132954.3528278341,none,True,False,1.8556157026814,squared_hinge,1049,ovo-scikit,l2,0.0004216585714
onehot,ka_nystroem,selectp,none,127,none,rbf,,42,,,,0.0425285585825,,1.1119152e-06,balanced,True,False,435.6728164192372,hinge,8495,ovr,l2,0.0001960446328
none,ka_rbf,selectp,minmax,297,none,,,2,,,,0.0001971322556,,132.3187138449775,balanced,False,False,1.3945679096343,squared_hinge,1079,ovr,l2,0.011188023917
onehot,kernel_pca,selectp,minmax,,none,cosine,0.1926902037648,17,,,,,,2291623749.233591,balanced,False,False,15.0365831662461,squared_hinge,225,ovr,l2,0.0650550168725
onehot,fastica,selectp,std,,none,,0.6164468966713,79,False,,,,,7.1137168340741,balanced,True,True,3.9726616076233,hinge,3249,ovo-scikit,l2,0.0114426393028
none,none,selectp,minmax,,none,,,80,,,,,,1.56136943e-05,balanced,True,True,289.2793077544948,squared_hinge,5003,ovr,l2,0.3291953795188
onehot,agglomerator,none,none,,none,,0.2399388026683,,,,,,,4.719152e-07,none,True,True,7.9953817383809,hinge,120,ovo-scikit,l2,0.0055579211383
none,kernel_pca,none,minmax,,none,cosine,0.388843057813,,,,,,,1727232846.7734396,balanced,False,False,9.4266817956887,squared_hinge,120,ovo-scikit,l1,0.000199542671
onehot,ka_rbf,none,std,363,none,,,,True,,,328.1550331620644,,8.806e-10,balanced,True,False,14.9812137673217,hinge,2616,ovr,l2,0.0014348845315
none,ka_rbf,selectp,std,417,none,,,56,False,,,1.59153399e-05,,5.7650405e-06,balanced,True,True,146.2893311573668,squared_hinge,1536,ovo-scikit,l2,0.0003923569344
ordinal,ka_rbf,selectp,std,531,none,,,45,False,,,728.840370088469,,0.0003515268397,balanced,True,True,881.8009424066482,squared_hinge,1171,ovr,l2,0.0002060053658
none,agglomerator,selectp,none,,none,,0.651149874932,39,,,,,,6e-12,balanced,False,True,6.4504944365567,squared_hinge,105,ovo-scikit,l1,0.0082853333227
onehot,ka_nystroem,none,minmax,572,none,sigmoid,,,,27.3711738536101,5.0,0.000726516567,,44638144.077901065,none,False,True,271.5747506763118,squared_hinge,881,ovo-scikit,l1,0.2368943096689
ordinal,ka_rbf,none,minmax,641,none,,,,,,,6.4712066499339,,1.9e-11,none,True,True,79.4554114224373,squared_hinge,1490,ovo-scikit,l2,0.0583589558891
onehot,ka_rbf,none,none,479,none,,,,,,,0.0002401439534,,2.3e-10,none,True,True,6.2016875246359,hinge,473,ovo-scikit,l2,0.1298896780979
onehot,agglomerator,selectp,none,,none,,0.7564904231218,39,,,,,,5.7182409950326,balanced,False,False,63.9160080259715,squared_hinge,505,ovr,l1,0.010730156384
none,ka_rbf,none,none,135,none,,,,,,,0.5191003246995,,0.4824684145159,balanced,True,True,431.8983341740914,squared_hinge,5626,ovo-scikit,l2,0.1689481134215
ordinal,fastica,none,std,,poly,,0.1794904659724,,True,,,,2,0.314787689395,balanced,True,True,3.3313485576379,hinge,5803,ovr,l2,0.6398299235065
none,lda,selectp,minmax,,poly,,0.6000288223629,18,,,,,2,3.6e-12,none,False,False,8.8233903040817,squared_hinge,452,ovr,l2,1.3596117282318
none,ka_nystroem,none,std,416,none,poly,,,False,3.6931363579904,2.0,83756.26767649374,,0.9928276154588,none,False,False,21.7083900325589,squared_hinge,239,ovr,l2,0.0083870942359
ordinal,agglomerator,selectp,minmax,,none,,0.9953474933712,54,,,,,,9.34e-11,none,False,False,2.9433442319589,squared_hinge,160,ovr,l1,0.4744462742792
none,ka_nystroem,selectp,none,317,none,poly,,92,,21.9152356943018,2.0,0.0228933854852,,193827009329.23935,none,False,True,1.2787930122617,squared_hinge,237,ovr,l1,0.0320604021849
ordinal,pca,selectp,none,,none,,,77,,,,,,0.0002632462513,balanced,True,False,21.2180058184643,squared_hinge,2432,ovr,l2,0.0001936486606
onehot,kernel_pca,none,none,,none,rbf,0.5995527522496,,,,,42233.139185341555,,0.0001067848874,none,False,False,26.2064944182212,squared_hinge,4057,ovr,l2,0.0019935716582
ordinal,pca,selectp,minmax,,none,,,85,,,,,,1.2638e-08,balanced,False,True,17.9170428168601,squared_hinge,8181,ovr,l1,0.0029683558674
none,ka_rbf,none,std,882,none,,,,True,,,2.06490707e-05,,6.159357e-07,none,False,True,12.1843111640667,squared_hinge,6257,ovr,l2,1.4693138909077
ordinal,pca,none,none,,none,,,,,,,,,733204519.9969088,none,False,True,87.055494789009,squared_hinge,225,ovo-scikit,l1,0.0364152039872
onehot,agglomerator,none,std,,poly,,0.9416322206646,,True,,,,2,0.1997857229707,none,False,False,17.4400574817409,squared_hinge,202,ovr,l2,0.0033543334117
ordinal,pca,selectp,std,,none,,,93,False,,,,,0.0009523612966,balanced,True,True,2.778167424123,hinge,1398,ovr,l2,0.3925684381384
none,kernel_pca,selectp,std,,none,sigmoid,0.2909715736713,48,True,24.4785684557098,4.0,5.2695237e-06,,125729.79713235679,none,True,False,6.2646109981483,hinge,1704,ovr,l2,0.0069737532682
onehot,lda,none,minmax,,none,,0.9513270556916,,,,,,,2210247852.9765644,none,False,True,21.5580874077696,squared_hinge,1936,ovo-scikit,l2,0.0003169276877
onehot,none,none,none,,none,,,,,,,,,79776947.287075,balanced,True,True,141.3213307677582,squared_hinge,5500,ovo-scikit,l2,0.9470778665674
onehot,lda,selectp,std,,none,,0.1726676271271,3,False,,,,,16580981506.22221,balanced,False,True,3.9078577444708,squared_hinge,2173,ovo-scikit,l2,0.0040263313694
none,lda,selectp,none,,none,,0.062862085715,78,,,,,,19792987.670906458,balanced,True,False,49.2359737375477,hinge,1385,ovr,l2,0.0105519926713
none,fastica,none,none,,none,,0.7884559760938,,,,,,,5.45271e-08,none,True,True,106.574433798472,squared_hinge,496,ovo-scikit,l2,0.833205557516
none,kernel_pca,selectp,none,,none,cosine,0.5472483051944,38,,,,,,1.37e-11,none,False,True,84.8948881717918,squared_hinge,2393,ovr,l1,1.0195653349879
onehot,kernel_pca,none,std,,none,sigmoid,0.0529856698911,,False,91.0017355906255,3.0,225327.34452578556,,5.4e-12,none,True,False,1.3942037346647,squared_hinge,2613,ovr,l2,0.000117380615
onehot,pca,selectp,none,,none,,,53,,,,,,9.10844e-08,none,True,False,783.503228947887,squared_hinge,360,ovo-scikit,l2,7.11508796e-05
none,ka_nystroem,none,minmax,344,none,cosine,,,,,,,,1.0,none,True,True,1.0,squared_hinge,1000,ovr,l2,0.001
onehot,fastica,selectp,none,,none,,0.1995377719485,58,,,,,,1.0,none,True,True,1.0,squared_hinge,1000,ovr,l2,0.001
none,lda,none,minmax,,poly,,0.6577879661941,,,,,,2,1.0,none,True,True,1.0,squared_hinge,1000,ovr,l2,0.001
none,none,none,minmax,,poly,,,,,,,,2,1.0,none,True,True,1.0,squared_hinge,1000,ovr,l2,0.001
none,fastica,none,minmax,,poly,,0.1182690954393,,,,,,2,1.0,none,True,True,1.0,squared_hinge,1000,ovr,l2,0.001
onehot,ka_nystroem,none,none,533,none,cosine,,,,,,,,1.0,none,True,True,1.0,squared_hinge,1000,ovr,l2,0.001
onehot,agglomerator,none,std,,poly,,0.687201170912,,False,,,,2,1.0,none,True,True,1.0,squared_hinge,1000,ovr,l2,0.001
ordinal,ka_nystroem,none,std,489,none,rbf,,,True,,,4.4596265e-06,,1.0,none,True,True,1.0,squared_hinge,1000,ovr,l2,0.001
